SMILES
C=O.C(S)[C@@H](C(NCC([O-])=O)=O)NC(=O)CC[C@H]([NH3+])C([O-])=O.C5(/C(/C(N)=O)=C\C=C/[N+](/[C@@H]4(O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=N/C3(C(/N)=N\C=N/C2=3))))[C@@H](O)[C@@H](O)4))=5).C5(/C(/C(N)=O)=C\C=C/[N+](/[C@@H]4(O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=N/C3(C(/N)=N\C=N/C2=3))))[C@@H](O)[C@@H](O)4))=5).C(S)[C@@H](C(NCC([O-])=O)=O)NC(=O)CC[C@H]([NH3+])C([O-])=O.C=O>>[H+].C1(/N(\C=C/CC(/C(N)=O)=1)[C@@H]5(O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]2(O[C@H]([C@H](O)[C@H](O)2)N3(\C=N/C4(C(/N)=N\C=N/C3=4))))[C@@H](O)[C@@H](O)5)).C(NC(=O)[C@H](CSC=O)NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(=O)[O-].C(NC(=O)[C@H](CSC=O)NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(=O)[O-].C1(/N(\C=C/CC(/C(N)=O)=1)[C@@H]5(O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]2(O[C@H]([C@H](O)[C@H](O)2)N3(\C=N/C4(C(/N)=N\C=N/C3=4))))[C@@H](O)[C@@H](O)5)).[H+]
C(O)[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)[C@@H](O1)OC4(\C5(/C=C(C(C2(\C=C(C(\O)=C(/C=2)\O)\O[C@H]3([C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O3)))=[O+]C(\C=C(/C=4)\[O-])=5)/O[C@H]6([C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O6)))).CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/C1(/C=C(C(/O)=C\C=1)/O))COP(=O)(OP(=O)(OC[C@@H]2([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O2)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))[O-])[O-]>>C(O)[C@H]1(O[C@H]([C@H](O)[C@@H](O)[C@H](O)1)OC2(\C(\O)=C(/C=C(/C=2)/C6(C(/O[C@@H]3(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](O)3))=C\C7(\C(\O[C@H]5([C@H](O)[C@@H](O)[C@H](O)[C@@H](COC(=O)/C=C/C4(/C=C(C(/O)=C\C=4)/O))O5))=C/C(/[O-])=C\C(\[O+]=6)=7)))\O)).CC(C)([C@@H](O)C(=O)NCCC(=O)NCCS)COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/C1(\C=C/C(/O)=C\C=1))COP(=O)(OP(=O)(OC[C@@H]2([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O2)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))[O-])[O-].COC5(/C=C(/C=C/C(OC[C@H]4(O[C@@H](OC2(\C(=O)C3(/C(/OC(\C1(/C=C(C(/O)=C\C=1)/OC))=2)=C\C(\O)=C/C(/O)=3)))[C@H](O)[C@@H](O)[C@H](O)4))=O)\C=C/C(/O)=5).CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/C1(\C=C/C(/O)=C\C=1))COP(=O)(OP(=O)(OC[C@@H]2([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O2)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))[O-])[O-]>>CC(C)([C@@H](O)C(=O)NCCC(=O)NCCS)COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-].COC6(/C=C(/C=C/C(OC[C@H]5(O[C@@H](OC2(\C(=O)C3(/C(/OC(\C1(/C=C(C(/O)=C\C=1)/OC))=2)=C\C(\O)=C/C(/O)=3)))[C@H](O)[C@@H](OC(=O)/C=C/C4(\C=C/C(/O)=C\C=4))[C@H](O)5))=O)\C=C/C(/O)=6).CC(C)([C@@H](O)C(=O)NCCC(=O)NCCS)COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
C3(/C=C(\C=C/C(/C1(/OC2(/C=C(/C=C(C(\C(C(/[O-])=1)=O)=2)/O)/O)))=3)/O).C(O)[C@@H]1([C@H](O)[C@H](O)[C@@H](O)[C@H](O1)OP(OP(=O)([O-])OC[C@H]2(O[C@H]([C@H](O)[C@H](O)2)N3(\C=C/C(=O)NC(=O)3)))([O-])=O).C(O)[C@@H]1([C@H](O)[C@H](O)[C@@H](O)[C@H](O1)OP(OP(=O)([O-])OC[C@H]2(O[C@H]([C@H](O)[C@H](O)2)N3(\C=C/C(=O)NC(=O)3)))([O-])=O).C3(/C=C(\C=C/C(/C1(/OC2(/C=C(/C=C(C(\C(C(/[O-])=1)=O)=2)/O)/O)))=3)/O)>>C(OP(=O)([O-])OP(=O)([O-])[O-])[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=C/C(=O)NC(=O)2)).[H+].[H+].C(OP(=O)([O-])OP(=O)([O-])[O-])[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=C/C(=O)NC(=O)2)).C([C@H]4(O[C@@H](OC2(\C(C3(/C(/OC(\C1(/C=C\C(\O)=C/C=1))=2)=C\C(\[O-])=C/C(/O)=3))=O))[C@@H]([C@@H](O)[C@H]4O)O))O
C(O)[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)[C@H](O1)OP(OP(=O)([O-])OC[C@H]2(O[C@H]([C@H](O)[C@H](O)2)N3(\C=C/C(=O)NC(=O)3)))([O-])=O).C(O)[C@H]1(O[C@H]([C@H](O)[C@@H](O)[C@H](O)1)OC[C@H]6(O[C@@H](OC[C@H]2(O[C@H]([C@H](O)[C@@H](O)[C@H](O)2)OC4(\C(C5(/C(/O)=C\C(\O)=C/C(/OC(\C3(/C=C\C(\O)=C(/C=3)\O))=4)=5))=O)))[C@H](O)[C@@H](O)[C@H](O)6)).C(O)[C@@H]1([C@@H](O)[C@H](O)[C@@H](O)[C@H](O1)OP(OP(=O)([O-])OC[C@H]2(O[C@H]([C@H](O)[C@H](O)2)N3(\C=C/C(=O)NC(=O)3)))([O-])=O)>>[H+].C(OP(=O)([O-])OP(=O)([O-])[O-])[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=C/C(=O)NC(=O)2)).C(O)[C@H]1(O[C@H]([C@H](O)[C@@H](O)[C@H](O)1)OC[C@H]2(O[C@H]([C@H](O)[C@@H](O)[C@H](O)2)OC[C@H]3(O[C@H]([C@H](O)[C@@H](O)[C@H](O)3)OC[C@H]4(O[C@H]([C@H](O)[C@@H](O)[C@H](O)4)OC6(\C(C7(/C(/O)=C\C(\O)=C/C(/OC(\C5(/C=C\C(\O)=C(/C=5)\O))=6)=7))=O))))).C(OP(=O)([O-])OP(=O)([O-])[O-])[C@H]1(O[C@H]([C@H](O)[C@H](O)1)N2(\C=C/C(=O)NC(=O)2)).[H+]
C[S+](C[C@@H]3([C@@H](O)[C@@H](O)[C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3))CC[C@@H](C([O-])=O)[NH3+].CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(/C=C(\C=C(C)/C(/O)=1)/O).CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CCC(\C)=C/CC1(/C=C(\C=C(C)/C(/O)=1)/O)>>C(SC[C@@H]3([C@@H](O)[C@@H](O)[C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3))C[C@@H](C([O-])=O)[NH3+].CC(/CC/C=C(C)/CC/C=C(C)/CC/C=C(C)/CC/C=C(C)/CC/C=C(C)/CCC=C(C)C)=C\CCC(\C)=C/CCC(\C)=C/CC1(\C(C(/C)=C(C)/C(\C=1)O)O).CC(/CC/C=C(C)/CC/C=C(C)/CC/C=C(C)/CC/C=C(C)/CC/C=C(C)/CCC=C(C)C)=C\CCC(\C)=C/CCC(\C)=C/CC1(\C(C(/C)=C(C)/C(\C=1)O)O).C(SC[C@@H]3([C@@H](O)[C@@H](O)[C@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))O3))C[C@@H](C([O-])=O)[NH3+]
C(O)[C@@H]5([C@H]([C@@H]([C@H]([C@H](OC1(\C2(/C=C(C(=[O+]C(\C=C(/C=1)\[O-])=2)C3(\C=C/C(/O)=C\C=3))/O[C@H]4([C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O4))))O5)O)O)O).CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/C1(/C=C(C(/O)=C\C=1)/O))COP(=O)(OP(=O)(OC[C@@H]2([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O2)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))[O-])[O-]>>C([C@H]1(O[C@H]([C@@H]([C@H]([C@@H]1O)O)O)OC2(\C(=[O+]C3(\C=C(/C=C(C(\C=2)=3)/O[C@H]4(O[C@@H]([C@H]([C@@H]([C@H]4O)O)O)COC(/C=C/C5(\C=C/C(/O)=C(C=5)/O))=O))\[O-]))C6(\C=C/C(/O)=C\C=6))))O.C([C@H]1(O[C@H]([C@@H]([C@H]([C@@H]1O)O)O)OC2(\C(=[O+]C3(\C=C(/C=C(C(\C=2)=3)/O[C@H]4(O[C@@H]([C@H]([C@@H]([C@H]4O)O)O)COC(/C=C/C5(\C=C/C(/O)=C(C=5)/O))=O))\[O-]))C6(\C=C/C(/O)=C\C=6))))O.CC(C)([C@@H](O)C(=O)NCCC(=O)NCCS)COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/C1(\C=C/C(/O)=C\C=1))COP(=O)(OP(=O)(OC[C@@H]2([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O2)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))[O-])[O-].COC1(\C(\O)=C/C=C(/C=1)/C4(/OC5(\C(\C(=O)C(/O[C@@H]2(O[C@@H]([C@@H](O)[C@H](O)[C@@H](O)2)COC(=O)/C=C/C3(\C=C/C(/O)=C\C=3)))=4)=C(/C=C(/C=5)/O)\O))).CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/C1(\C=C/C(/O)=C\C=1))COP(=O)(OP(=O)(OC[C@@H]2([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O2)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))[O-])[O-]>>CC(C)([C@@H](O)C(=O)NCCC(=O)NCCS)COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-].COC1(\C(\O)=C/C=C(/C=1)/C5(/OC6(\C(\C(=O)C(/O[C@@H]3(O[C@@H]([C@@H](O)[C@H](OC(=O)/C=C/C2(\C=C/C(/O)=C\C=2))[C@@H](O)3)COC(=O)/C=C/C4(\C=C/C(/O)=C\C=4)))=5)=C(/C=C(/C=6)/O)\O))).CC(C)([C@@H](O)C(=O)NCCC(=O)NCCS)COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
[H+].CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-].CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)[O-])COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-].C5(\N([C@@H]1(O[C@@H]([C@H]([C@H]1O)O)COP(OP(OC[C@@H]4([C@H]([C@H]([C@H](N2(C3(\N=C/N=C(C(\N=C/2)=3)/N)))O4)OP([O-])([O-])=O)O))([O-])=O)(=O)[O-]))/C=C(C\C=5)/C(=O)N)>>C[C@@H]1(CC2(\C(\C(=O)O1)=C(/C=C(\C=2)/O)\O)).CC(C)([C@@H](O)C(=O)NCCC(=O)NCCS)COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-].C(=O)=O.C5(/C=C\C(\C(=O)N)=C/[N+](/[C@@H]1(O[C@@H]([C@H]([C@H]1O)O)COP(OP(OC[C@@H]4([C@H]([C@H]([C@H](N2(C3(\N=C/N=C(C(\N=C/2)=3)/N)))O4)OP([O-])([O-])=O)O))([O-])=O)(=O)[O-]))=5).O
CC4(/[C@@H](OC(=O)[C@H](O)[C@@H]([NH3+])C1(\C=C/C=C\C=1))C[C@@]3(O)([C@@H](OC(=O)C2(\C=C/C=C\C=2))[C@H]5([C@](C)(C(=O)[C@H](OC(C)=O)C(\C(C)(C)3)=4)[C@@H](O)C[C@H]6(OC[C@@](OC(=O)C)56)))).CC(C)([C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C1(\C=C/C=C\C=1))COP(=O)(OP(=O)(OC[C@@H]2([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O2)N3(C4(\N=C/N=C(C(\N=C/3)=4)/N))))[O-])[O-]>>[H+].CC5(/[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)C1(\C=C/C=C\C=1))C2(\C=C/C=C\C=2))C[C@@]4(O)([C@@H](OC(=O)C3(\C=C/C=C\C=3))[C@H]6([C@](C)(C(=O)[C@H](OC(C)=O)C(\C(C)(C)4)=5)[C@@H](O)C[C@H]7(OC[C@@](OC(=O)C)67)))).CC(C)([C@@H](O)C(=O)NCCC(=O)NCCS)COP(=O)(OP(=O)(OC[C@H]1(O[C@H]([C@@H]([C@@H]1OP([O-])(=O)[O-])O)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-]
